player_id,player,entity_kind,brief_category,dashboard_category,strategic_layer,type,subcategory,geography,estimated_size_reach,business_model,ownership_investors,ai_or_recent_initiatives,relevance_score,momentum_score,ai_score,key_player,what_they_are,why_they_matter,evidence_status,source_confidence,requires_credentialed_data,relationship_status,source_ids,source_urls,open_questions,last_checked_date,owner_placeholder
piano-marvel,Piano Marvel,Company / product,Music learning apps and platforms,Learning apps & curricula,Core market,Piano learning software,"Piano reading, songs, lessons, and teacher/classroom use",Global / US,Niche but established piano education software,Subscription and school/studio use,To verify,"Research assessment, practice data, and classroom feedback opportunities",3,2,2,FALSE,Piano learning software used for individual learners and teacher-supported environments.,"Useful for piano-specific pedagogy, assessment, reading practice, and school/studio crossover.",Needs app + school channel validation,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,piano_marvel_official | piano_marvel_app_store,https://pianomarvel.com/ | https://apps.apple.com/us/app/piano-marvel-lessons-music/id1016751878,School/studio penetration | Current app and subscription performance,2026-06-11,Yousician owner TBD
melodics,Melodics,Company / product,Music learning apps and platforms,Learning apps & curricula,Core market,Interactive instrument practice app,"Drums, keys, and pad-controller lessons with real-time feedback",Global,Niche but visible practice app,Subscription lessons,To verify,"Research timing feedback, adaptive practice, and gamified skills",3,3,3,FALSE,"Interactive learning app for drums, keys, and finger drumming with real-time feedback.",Broadens the map beyond guitar/piano and shows how feedback-led practice works for rhythm and production-adjacent skills.,Needs Appfigures + company source,Pending,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,melodics_official | melodics_app_store,https://melodics.com/ | https://apps.apple.com/us/app/melodics-drum-lessons-app/id6504540940,Instrument mix and retention | Fit with guitar-first Yousician strategy,2026-06-11,Yousician owner TBD
chordify,Chordify,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,Song-chord practice utility,"Automatic chords, tuner, and play-along for guitar, piano, and ukulele",Global,Large chord utility,Freemium and subscription,Chordify B.V.,"Chord recognition, song parsing, and practice support",4,3,4,TRUE,Chord-recognition and play-along platform that turns songs into playable chord progressions.,Owns a high-intent moment between song discovery and self-guided practice.,Public app/support sources linked; needs traffic data,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,chordify_official | chordify_google_play | chordify_app_store | chordify_support_apps,https://chordify.net/ | https://play.google.com/store/apps/details?hl=en_US&id=net.chordify.chordify | https://apps.apple.com/us/app/chordify-songs-chords-tuner/id1073624757 | https://support.chordify.net/hc/en-us/articles/360002273038-Chordify-Apps,Rights/copyright model | App performance and conversion | Ownership/current company structure,2026-06-11,Yousician owner TBD
soundslice,Soundslice,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,Interactive notation and lesson platform,"Synced notation, video, transcription, teaching, and practice loops",Global / US,Specialist musician and teacher utility,"Freemium, teacher tools, and store",To verify,"Research transcription, notation, and adaptive practice opportunities",3,3,3,FALSE,"Interactive sheet music platform combining notation, video/audio sync, looping, and teaching workflows.","Important for serious practice, teachers, transcription, and the gap between video lessons and playable notation.",Needs traffic + teacher-channel validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,soundslice_official | soundslice_teachers,https://www.soundslice.com/ | https://www.soundslice.com/teachers/,Teacher adoption scale | Transcription and AI roadmap,2026-06-11,Yousician owner TBD
guitar-pro,Guitar Pro,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,Tab editor and practice software,"Tab reading, writing, playback, and mobile practice companion",Global,Established guitarist utility,Paid software and mobile app,Arobas Music,"Research AI tab creation, arrangement, and learning companion opportunities",4,3,2,FALSE,"Tablature reader/editor used by guitarists, teachers, transcribers, and musicians.","Sits at the intersection of tabs, practice, composition, and learning material creation.",Needs app + usage source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,guitar_pro_official | guitar_pro_google_play,https://www.guitar-pro.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.arobasmusic.guitarpro,Current mobile usage | AI tab creation and arrangement roadmap,2026-06-11,Yousician owner TBD
youtube-artists,YouTube,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,Music discovery and creator platform,"Video lessons, music discovery, creator channels, Shorts, and artist tools",Global,Massive global platform,"Ads, subscription, creator monetization",Google / Alphabet,"Recommendation, Shorts discovery, creator tools, and AI content policy",5,5,4,TRUE,"Default open platform for free music learning, creator-led lessons, discovery, and artist careers.","A major substitute and funnel for self-guided learning; it shapes inspiration, discovery, and expectations of free content.",Needs internal funnel + YouTube trend monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,youtube_artists | youtube_oac_support | research_market_cross_product,https://artists.youtube/ | https://artists.youtube/resources/ | https://yousician.atlassian.net/wiki/spaces/Research/pages/6041960456,Yousician search/funnel impact | Creator partnership opportunities | Short-form lesson behavior,2026-06-11,Yousician owner TBD
gibson,Gibson,Company / product,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Hardware and brand ecosystem,"Guitars, brand aspiration, Gibson App bundles, and guitar culture",Global / US,Major guitar brand,"Hardware, content, and learning app bundle",Private,"Research connected learning, app feedback, and brand-led beginner journeys",4,3,2,TRUE,Iconic guitar brand with a direct learning app and hardware-led beginner entry points.,Hardware brands can capture learner intent before software choice and can bundle education into purchase moments.,Needs company + bundle performance source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,gibson_official | gibson_app_official,https://www.gibson.com/ | https://www.gibson.app/,Bundle conversion | Retail/channel strategy for beginners,2026-06-11,Yousician owner TBD
positive-grid,Positive Grid,Company / product,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Smart amp and practice ecosystem,"Spark amps, app, tones, auto chords, backing tracks, and AI tone features",Global,Visible smart-amp ecosystem,"Hardware, app, software, and accessories",Private,"AI tone generation, chord detection, smart practice, and connected hardware",4,4,4,TRUE,"Smart guitar amp and app ecosystem connecting gear, tones, songs, and practice.",Shows how hardware can become an app-led practice surface and compete for daily guitar time.,Needs sales + app data + AI feature tracking,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,positive_grid_official | positive_grid_spark_app,https://www.positivegrid.com/ | https://www.positivegrid.com/pages/spark-app,Spark unit sales | AI feature adoption | Practice engagement through the app,2026-06-11,Yousician owner TBD
reverb,Reverb,Channel / hardware,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Music gear marketplace,"New, used, and vintage instrument marketplace",Global / US,Large music gear marketplace,Marketplace fees and seller tools,Creator Partners / Servco after Etsy sale closed in June 2025,"Research recommendations, pricing intelligence, and used-gear discovery",3,3,2,FALSE,"Marketplace for buying and selling instruments, pedals, synths, and music gear.","Influences gear affordability, second-hand entry points, and the broader instrument-purchase journey.",Official app and ownership-close sources linked; needs traffic + category data,Medium,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,reverb_official | reverb_featured_app | reverb_google_play | reverb_sale_news,https://reverb.com/ | https://reverb.com/featured/reverb-app | https://play.google.com/store/apps/details?hl=en_US&id=com.reverb.app | https://reverb.com/news/reverb-servco-creator-partners,Post-Etsy ownership strategy and operating changes | Beginner gear demand | Category and geography split,2026-06-11,Yousician owner TBD
guitar-center,Guitar Center,Channel / hardware,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Retail and lessons channel,"US retail, private lessons, and beginner gear journey",US,Large US music retail chain,"Retail, services, lessons, and financing",Private,"Research local lesson funnel, recommendations, and beginner bundles",3,3,1,FALSE,"US music retailer offering instruments, services, and in-person music lessons.","Combines gear purchase, local instruction, financing, and beginner commitment moments.",Needs retail + lesson volume source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,guitar_center_lessons,https://www.guitarcenter.com/Services/Lessons/,Lesson volume and demographics | Referral or bundle potential,2026-06-11,Yousician owner TBD
boss,BOSS / Roland,Company / product,"Instrument brands, manufacturers and distributors",Hardware & retail channels,Acquisition layer,Guitar technology and effects ecosystem,"Pedals, amps, multi-effects, loop stations, and connected practice gear",Global / Japan,Major instrument technology brand,"Hardware, software, and accessories",Roland,"Research connected effects, smart amps, loopers, and app-led practice workflows",3,3,2,FALSE,Major guitar/bass effects and amp ecosystem under Roland.,"Important for how guitarists practice, shape sound, record, loop, and move toward creation.",Needs product roadmap + connected app source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,boss_official,https://www.boss.info/us/,Connected app roadmap | Beginner-friendly practice product strategy,2026-06-11,Yousician owner TBD
soundtrap,Soundtrap,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Browser-based collaborative studio,"Online recording, loops, instruments, collaboration, and education use",Global,Spotify-backed online studio,Freemium / subscription,Spotify,"Research browser creation, collaboration, and education workflows",4,3,3,FALSE,Online music studio for making and collaborating on music in the browser.,"Represents low-friction creation after or alongside learning, especially for schools and casual creators.",Public product/education sources linked; needs usage data,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,soundtrap_official | soundtrap_education,https://www.soundtrap.com/musicmakers | https://schools.soundtrap.com/edu/,Education adoption | Spotify integration direction | AI feature roadmap,2026-06-11,Yousician owner TBD
fl-studio,FL Studio,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Accessible production platform,"DAW, mobile app, FL Cloud, web beta, and beginner-friendly production workflow",Global / Belgium,Major producer platform,"Paid software, cloud, and mobile",Image-Line,"Research browser DAW, AI-assisted production, and beginner creator onboarding",4,4,3,TRUE,Popular music production software known for fast beat-making and accessible creator workflows.,"Shapes the path from musical interest to beat-making, production, and creator identity.",Needs product + web beta monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,fl_studio_official | fl_studio_web_news,https://www.image-line.com/ | https://www.musicradar.com/music-tech/daws/fl-studio-is-coming-to-your-browser-image-line-announces-fl-studio-web-in-bid-to-lower-the-barrier-to-entry-for-new-users,FL Studio Web adoption | Beginner creator onboarding and AI assistance,2026-06-11,Yousician owner TBD
soundcloud,SoundCloud,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Artist and audio community platform,"Music hosting, discovery, creator community, and artist tools",Global,Large artist/audio community,"Subscription, ads, artist services",Private,"Research AI content policy, creator tools, recommendation, and artist identity",3,3,3,FALSE,"Large online audio platform for artists, DJs, and audio creators to publish and discover music.",Important for the creator identity side of the hobby and for how learners become publishers.,Public company/app/artist sources linked; needs AI policy monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,soundcloud_official | soundcloud_newsroom | soundcloud_for_artists_home | soundcloud_app_store,https://soundcloud.com/ | https://soundcloud.com/company/newsroom | https://soundcloud.com/getstarted/home | https://apps.apple.com/us/app/soundcloud-the-music-you-love/id336353151,Current AI-content policy | Creator tool direction | Distribution strategy and artist economics,2026-06-11,Yousician owner TBD
distrokid,DistroKid,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Music distribution service,"Distribution to streaming platforms, artist tools, and creator monetization",Global / US,Large independent-artist distribution service,Annual subscription and add-on services,Private,"Research AI music distribution policies, metadata, and artist authenticity",3,4,3,FALSE,Music distribution service for independent artists to release songs to streaming platforms.,"Marks the next step after creation: distribution, artist identity, analytics, and monetization.",Public distribution/app sources linked; needs artist-count + policy monitoring,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,distrokid_official | distrokid_google_play | distrokid_app | distrokid_app_store,https://distrokid.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.distrokid.dk | https://distrokid.com/app/ | https://apps.apple.com/us/app/distrokid/id1548832265,AI music distribution policy | Artist count and retention | Creator-service attach rate,2026-06-11,Yousician owner TBD
landr,LANDR,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,AI mastering and creator services,"AI mastering, distribution, plugins, samples, courses, and collaboration",Global / Canada,Broad creator services platform,Subscription and services,Private,"AI mastering, stem separation, and AI-content distribution policy",4,4,4,FALSE,"Creator services platform spanning AI mastering, distribution, samples, plugins, and music courses.","Shows the bundled creator-services direction around AI, release workflows, and education.",Needs usage + distribution policy tracking,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,landr_official | landr_mastering,https://www.landr.com/ | https://www.landr.com/online-audio-mastering,Distribution policy for AI-assisted content | Creator services attach rate,2026-06-11,Yousician owner TBD
native-instruments,Native Instruments,Company / product,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Production software and hardware ecosystem,"Kontakt, Komplete, Maschine, Traktor, instruments, effects, and DJ tools",Global / Germany,Major producer technology brand,"Software, hardware, subscriptions, and bundles",Definitive agreement for inMusic to acquire Native Instruments announced May 2026; closing/status should be monitored,"Research production assistance, sound discovery, and the inMusic/Native Instruments integration roadmap",3,4,3,FALSE,"Music production software/hardware ecosystem for producers, sound designers, DJs, and musicians.","Influences the creator tooling stack once learners move into production, sound design, and performance.",Official company plus acquisition-announcement sources linked; closing/status and roadmap need monitoring,Medium,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,native_instruments_official | native_instruments_acquisition_news,https://www.native-instruments.com/en/ | https://www.inmusicbrands.com/press/inmusic-native/,Deal close / final ownership status after the May 2026 agreement | Effect on beginner/accessible production strategy,2026-06-11,Yousician owner TBD
bandcamp,Bandcamp,Channel / hardware,Music hobby software ecosystem,Creation & production tools,Hobby expansion,Direct-to-fan music marketplace,"Artist store, fan community, discovery, merch, and human-artist positioning",Global,Large independent music community,Marketplace and artist services,Songtradr,AI-content policy and human-authenticity positioning,3,4,3,FALSE,Direct-to-fan marketplace and music community for artists and labels.,Represents a human-artist and fan-support model that contrasts with streaming and AI-generated content.,Needs ownership + AI policy monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,bandcamp_artists | bandcamp_ai_policy_news,https://bandcamp.com/artists | https://pitchfork.com/news/bandcamp-announces-ban-on-ai-music,Policy enforcement details | Relevance to learning creators and teacher-musicians,2026-06-11,Yousician owner TBD
lalal-ai,LALAL.AI,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI stem separation utility,"Vocal remover, instrumental isolation, and multi-stem extraction",Global,Visible AI audio utility,Credit/subscription AI audio service,To verify,Core AI stem separation and audio extraction,4,4,5,FALSE,AI audio separation tool for removing vocals and extracting stems.,"Directly affects practice, karaoke, remixing, transcription, and learner-created backing tracks.",Needs usage + app + DAW plugin monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,lalal_ai_official | lalal_ai_google_play,https://www.lalal.ai/ | https://play.google.com/store/apps/details?hl=en_US&id=com.omnisale.lalal.ai,User scale | DAW plugin adoption | Fit with practice/backing-track workflows,2026-06-11,Yousician owner TBD
aiva,AIVA,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI composition platform,"AI music generation, style models, editing, and licensing",Global / Europe,Established AI music generator,Freemium and subscription,To verify,Core AI music generation,3,3,5,FALSE,AI music generation assistant for creating songs across styles.,"Useful older reference for AI composition, licensing positioning, and professional/creator workflows.",Public product/download sources linked; needs usage + licensing validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,aiva_official | aiva_download,https://www.aiva.ai/ | https://www.aiva.ai/download,Current creator adoption | Licensing confidence vs newer AI music players | Desktop vs browser workflow relevance,2026-06-11,Yousician owner TBD
elevenlabs-music,ElevenLabs Music,Company / product,AI companies and AI initiatives,AI music & audio technology,Disruption layer,AI music and audio platform,"Text-to-music, vocals, lyrics, instrumentals, and broader AI audio platform",Global / UK-US,High-profile AI audio company,AI platform and enterprise/API services,Private,Core AI music and audio generation,4,5,5,TRUE,AI audio platform expanding into full music generation from natural language prompts.,"Important because major AI audio platforms may enter music creation, rights, and creator tooling at scale.",Needs licensing + adoption + policy monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,elevenlabs_music | eleven_music_blog | eleven_music_docs,https://elevenlabs.io/music | https://elevenlabs.io/blog/eleven-music-is-here | https://elevenlabs.io/docs/overview/capabilities/music,Licensing posture | Artist and label partnerships | Impact on casual music creation,2026-06-11,Yousician owner TBD
tonebase,tonebase,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,High-skill music education platform,"Classical guitar, piano, voice, strings, winds, brass, and expert courses",Global / US,Specialist premium music education platform,Subscription courses and live learning,To verify,"Research expert feedback, practice planning, and premium pedagogy",3,3,2,FALSE,Online classical music lesson platform featuring award-winning musicians and teachers.,"Represents premium, high-skill instruction and aspirational music education beyond casual beginner apps.",Public product/instrument sources linked; needs growth + retention data,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,tonebase_official | tonebase_piano,https://www.tonebase.co/ | https://www.tonebase.co/piano,Subscriber scale | Casual vs serious learner fit | Instrument expansion and live workshops,2026-06-11,Yousician owner TBD
artistworks,ArtistWorks,Individual / creator,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Teacher-led online music school,"Online music schools, video exchange, and pro artist instruction",Global / US,Established online music education platform,Subscription lessons and personalized instruction,To verify,"Research personalized feedback, teacher workflows, and async instruction",3,2,2,FALSE,Online music lesson platform with professional artists and personalized instruction.,"Useful benchmark for teacher feedback, asynchronous mentorship, and instrument-specific course schools.",Public product sources linked; needs traffic data,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,artistworks_official | artistworks_lapl,https://artistworks.com/ | https://www.lapl.org/artist-works,Video-exchange model details | Library/channel adoption | Current category traction,2026-06-11,Yousician owner TBD
spotify-artists,Spotify for Artists,Monitoring signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Artist analytics and promotion platform,"Artist profile, audience analytics, promotion, merch, and streaming context",Global,Major global music platform,Streaming ecosystem and artist tools,Spotify,"Artist authenticity, AI music policy, recommendations, and creator tools",4,5,4,TRUE,"Artist-facing platform for managing Spotify presence, audience insights, promotion, and artist business tools.","Important for how hobbyists understand music success, release goals, artist identity, and AI-authenticity debates.",Needs music policy + creator tools monitoring,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,spotify_artists | spotify_artists_app_store | spotify_artists_support | spotify_campaign_kit,https://artists.spotify.com/en/home | https://apps.apple.com/us/app/spotify-for-artists/id1222021797 | https://support.spotify.com/us/article/spotify-for-artists/ | https://artists.spotify.com/en/campaign-kit,AI artist verification policy | Signals for learner-to-artist aspiration | Which campaign tools change hobbyist release goals,2026-06-11,Yousician owner TBD
tiktok-artists,TikTok for Artists,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Music discovery and artist insights platform,"Music insights, fan engagement, promotion, and short-form discovery",Global,Massive short-form discovery platform,Platform ecosystem and artist tools,ByteDance,"Recommendation, trend detection, creator tools, and AI content policy",4,5,4,TRUE,Artist insight platform tied to TikTok's music discovery and fan engagement surface.,"TikTok can shape song discovery, cultural momentum, and what learners want to play.",Needs trend monitoring + music partnership source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,tiktok_artists | tiktok_artists_launch,https://artists.tiktok.com/ | https://artists.tiktok.com/help-center/artist-certification,Song trend spillover into what learners want to play | Data access and monitoring setup,2026-06-11,Yousician owner TBD
patreon,Patreon,Strategic signal,"Investors, media, awards, funding and cultural drivers","Capital, media & opportunity signals",Strategic signal layer,Creator membership platform,"Musician memberships, direct fan monetization, digital shops, and community",Global / US,Large creator platform,Membership and digital commerce,Private,"Research creator monetization, fan community, and direct-to-fan learning/content businesses",3,3,2,FALSE,"Creator platform where musicians and educators can monetize memberships, exclusive work, and community.","Relevant for creator-teachers, course communities, fan monetization, and alternatives to ad-driven platforms.",Needs musician category + creator economics source,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,patreon_musicians,https://www.patreon.com/creators/music,Creator-teacher prevalence | Relevance to Yousician partnerships or influencer strategy,2026-06-11,Yousician owner TBD
musora,Musora,Company / product,Music learning apps and platforms,Learning apps & curricula,Core market,Multi-instrument lesson ecosystem,"Drumeo, Pianote, Guitareo, Singeo, community, and app-based lessons",Global / Canada,Large online music lesson ecosystem,"Subscription lessons, memberships, and community",Private,"Research practice feedback, lesson recommendation, and cross-instrument learning paths",4,4,2,TRUE,"Umbrella music education platform spanning drums, piano, guitar, singing, lessons, and community.",Adds an important multi-instrument subscription benchmark beyond single-instrument apps.,Needs app data + subscriber / traffic validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,musora_official | musora_app_store,https://www.musora.com/ | https://apps.apple.com/us/app/musora-the-music-lessons-app/id1460388277,"Subscriber/app scale by instrument | Overlap with Yousician guitar, piano, and beginner segments | Community and teacher-led retention mechanics",2026-06-11,Yousician owner TBD
fretello,Fretello,Company / product,Music learning apps and platforms,Learning apps & curricula,Core market,Guitar learning app,"Structured guitar lessons, personalized practice plans, and app-based feedback",Global / Europe,Specialist guitar app,Subscription learning app,Fretello GmbH,"Research personalization, adaptive plans, and feedback patterns",4,3,3,TRUE,Mobile guitar learning app focused on structured plans and guided practice.,"Directly relevant for guitar onboarding, lesson pacing, personalization, and app-store positioning.",Public product/app sources linked; needs Appfigures,Pending,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,fretello_official | fretello_google_play | fretello_home,https://fretello.com/app/ | https://play.google.com/store/apps/details?hl=en_US&id=com.fretello.lead | https://www.fretello.com/,Current Appfigures performance | Ownership and partnership status | Differentiation vs Yousician,2026-06-11,Yousician owner TBD
playground-sessions,Playground Sessions,Company / product,Music learning apps and platforms,Learning apps & curricula,Core market,Piano learning app,"Interactive piano lessons, songs, gamified progress, and app-led practice",Global / US,Established piano learning platform,Subscription and lifetime plans,To verify,"Research song-led feedback, lesson recommendation, and practice analytics",4,3,2,FALSE,"Piano learning platform built around interactive lessons, songs, and progress feedback.","Adds a piano-specific competitor benchmark for catalog, feedback, pricing, and motivation mechanics.",Needs Appfigures + traffic source,Pending,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,playground_sessions_official | playground_sessions_google_play,https://www.playgroundsessions.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.playgroundsessions,Current app performance | Pricing and conversion benchmarks | Catalog and teacher/celebrity marketing impact,2026-06-11,Yousician owner TBD
tomplay,Tomplay,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,Interactive sheet music app,"Interactive sheet music, backing tracks, tempo control, and multi-instrument practice",Global / Europe,Large specialist sheet-music app,Subscription and sheet music access,To verify,"Research accompaniment, practice analytics, and score-to-practice workflows",4,3,2,FALSE,Interactive sheet music platform with synchronized backing tracks and practice controls.,"Captures a serious-practice segment between traditional sheet music, backing tracks, and guided learning.",Needs app data + catalog / rights validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,tomplay_official | tomplay_google_play,https://tomplay.com/ | https://play.google.com/store/apps/details?hl=en_US&id=com.tombooks.tomplay,Catalog depth and licensing model | Teacher/school adoption | App performance and paid conversion,2026-06-11,Yousician owner TBD
chord-ai,Chord ai,Company / product,Music hobby software ecosystem,Song & practice ecosystems,Core habit layer,AI chord recognition app,"AI chord detection, beat tracking, song analysis, and play-any-song workflow",Global,Visible AI practice utility,Freemium and subscription app,Nomad AI,Core AI chord recognition and song parsing,4,4,5,TRUE,Mobile app that detects chords and song structure from audio to support self-guided playing.,Important because it moves AI directly into the song-to-practice moment that GuitarTuna/Yousician users care about.,Public product/company/app sources linked; needs Appfigures + accuracy validation,Pending,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,chord_ai_app_store | chord_ai_google_play | chord_ai_nomad | chord_ai_site,https://apps.apple.com/us/app/chord-ai-play-any-song/id1446177109 | https://play.google.com/store/apps/details?hl=en_US&id=com.chordai | https://www.nomadai.org/chord-ai | https://chordai.net/,Accuracy and retention | Revenue and ranking trend | Overlap with GuitarTuna chord/tuner workflows,2026-06-11,Yousician owner TBD
musicca,Musicca,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Free music theory and practice site,"Music theory, exercises, tools, piano keyboard, and beginner references",Global,Large free web learning surface,Free learning tools,To verify,"Research lightweight tutoring, exercises, and web-based learning tools",3,2,1,FALSE,"Free music theory, exercise, and music-tool website used for self-guided learning.","Useful benchmark for free utility, SEO discovery, theory learning, and low-friction education.",Public product/exercise sources linked; needs traffic + audience validation,Low,TRUE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,musicca_official | musicca_exercises,https://www.musicca.com/ | https://www.musicca.com/exercises,Traffic and SEO scale | Conversion from theory tools to instrument practice | Fit as benchmark or partner surface,2026-06-11,Yousician owner TBD
abrsm,ABRSM,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Music exam and assessment authority,"Music exams, graded assessments, practice tools, and curriculum credibility",Global / UK,Global music examination board,"Exams, books, apps, and learning resources",Charity / exam board,"Research assessment, practice support, and digital exam preparation",4,3,2,FALSE,Major international music exam board shaping formal learning goals and progression standards.,"Important for credibility, curriculum mapping, parent/teacher trust, and serious learner progression.",Needs regional uptake and digital tool validation,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,abrsm_official | abrsm_apps,https://www.abrsm.org/ | https://www.abrsm.org/en-gb/for-learners/apps-and-practice-tools,Regional relevance for Yousician priority markets | Digital tool adoption | Teacher and parent influence on learning choices,2026-06-11,Yousician owner TBD
rcm,Royal Conservatory of Music,Company / product,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Music curriculum and digital learning ecosystem,"Curriculum, certificates, exams, digital learning, and teacher-supported progression",Canada / North America,Large formal music education brand,"Exams, curriculum, publishing, and digital learning",Nonprofit institution,"Research digital curriculum, assessment, and teacher-supported practice",3,3,2,FALSE,"Formal music education institution with curriculum, assessments, and digital-learning resources.","Adds North American formal-learning context and a trust benchmark for parents, teachers, and serious learners.",Public learning/digital sources linked; needs teacher-channel validation,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,rcm_digital_learning | rcm_learning,https://www.rcmusic.com/learning/digital-learning | https://www.rcmusic.com/learning,Digital product traction | North American teacher/student adoption | Potential curriculum-alignment relevance,2026-06-11,Yousician owner TBD
school-of-rock,School of Rock,Institution,"Teachers, schools and music education organizations / wider education",Education & pedagogy benchmarks,Learning model layer,Offline music lesson franchise,"In-person lessons, performance-based learning, camps, and local music schools",Global / US,Large franchise learning network,"Local schools, lessons, camps, and performance programs",Private,"Research hybrid lesson tooling, local teacher workflows, and digital practice support",4,3,1,FALSE,"Performance-based music school franchise combining lessons, local community, and stage goals.","Represents the offline competitor/partner world that still owns trust, accountability, and parent decisions.",Public app sources linked; needs location count + manual site check,Low,FALSE,Internal relationship status not yet captured in this dataset. To be completed by Yousician.,school_of_rock_lessons | school_of_rock_google_play | school_of_rock_app_store,https://www.schoolofrock.com/music-lessons | https://play.google.com/store/apps/details?hl=en_US&id=com.schoolofrock.mobile | https://apps.apple.com/us/app/school-of-rock-method/id1462043424,Current school/location count | Student reach and demographics | Hybrid/digital learning tool relevance,2026-06-11,Yousician owner TBD
