claim_id,entity,claim_type,claim,source_url,source_confidence,review_action,main_narrative_status,main_narrative_rule,last_checked_date
CL-0165,Lightspeed Venture Partners,Investor / deal relevance,Participated in Suno Series C. Indicates mainstream venture appetite for participatory music creation.,https://suno.com/blog/series-c-announcement,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0166,Matrix Partners,Investor / deal relevance,Participated in Suno Series C. Useful AI-music investor signal.,https://suno.com/blog/series-c-announcement,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0167,NVentures,Investor / deal relevance,Participated in Suno Series C. Shows strategic AI infrastructure interest in music generation.,https://suno.com/blog/series-c-announcement,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0168,Hallwood Media,Investor / deal relevance,Participated in Suno Series C. Relevant as music-native capital enters generative AI.,https://suno.com/blog/series-c-announcement,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0169,Connect Ventures,Investor / deal relevance,Led Music.AI $40M Series A with monashees. Strong signal for practical musician AI tools.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0170,monashees,Investor / deal relevance,Co-led Music.AI Series A. Relevant to Moises and global AI musician-tool growth.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0171,Samsung Next,Investor / deal relevance,Participated in Music.AI Series A. Relevant for embedded and on-device practice AI.,https://www.recordoftheday.com/news-and-press/music-ai-the-company-behind-moises-raises-40m-in-series-a-funding-led-by-connect-ventures-and-monashees,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0172,Kickstart,Investor / deal relevance,Participated in Music.AI Series A. Useful as practical AI-tools investor signal.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0173,Pelion Venture Partners,Investor / deal relevance,Participated in Music.AI Series A. Relevant for music AI utility investment mapping.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0174,Toba Capital,Investor / deal relevance,Participated in Music.AI Series A. Relevant as AI audio moves beyond consumer apps to B2B/audio infrastructure.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0175,Valutia,Investor / deal relevance,Participated in Music.AI Series A. Watchlist investor around practical audio AI.,https://music.ai/blog/press/music-ai-raises-40m-series-a/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0176,Accel,Investor / deal relevance,Existing v2 queue flags ownership/investor validation. Relevant for consumer learning and subscription scaling patterns.,https://www.accel.com/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0177,Prosus Ventures,Investor / deal relevance,Joined BandLab Series B per public coverage. Relevant to scaled social creation and emerging-market consumer behavior.,https://caldecottmusic.com/press/9953-bandlab-raises-us65m-series-b,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0178,Vulcan Capital / Cercano,Investor / deal relevance,Led BandLab Series B coverage in 2022. Relevant for social music creation and long-horizon capital.,https://techcrunch.com/2022/04/26/social-music-platform-bandlab-scores-65m-at-a-valuation-of-315-million/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0179,Caldecott Music Group,Investor / deal relevance,BandLab parent ecosystem and investor in Series B. Relevant as a music-native ecosystem operator.,https://caldecottmusic.com/press/9953-bandlab-raises-us65m-series-b,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0180,Goldman Sachs Growth,Investor / deal relevance,Led Splice Series D per public coverage. Relevant to scale economics and consolidation in music software.,https://www.musicbusinessworldwide.com/splice-closes-55m-series-d-funding-round-led-by-goldman-sachs/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0181,MUSIC / LionTree,Investor / deal relevance,Participated in Splice Series D. Relevant as music-rights-aware capital in creator tools.,https://www.musicbusinessworldwide.com/splice-closes-55m-series-d-funding-round-led-by-goldman-sachs/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0182,Sony Innovation Fund,Investor / deal relevance,Specific music-learning or AI-music deals require investor-database validation. Relevant corporate venture arm for entertainment technology scanning.,https://www.sonyinnovationfund.com/,Medium,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0183,Warner Music Group,Investor / deal relevance,Settled/partnered with Suno and collaborated with Udio in 2025. Relevant as rights infrastructure around AI music.,https://www.wmg.com/news/warner-music-group-and-suno-forge-groundbreaking-partnership,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0184,Universal Music Group,Investor / deal relevance,Announced Udio settlement/licensed platform and Splice AI collaboration. Relevant for rights-safe AI creation and catalog constraints.,https://www.universalmusic.com/universal-music-group-and-udio-announce-udios-first-strategic-agreements-for-new-licensed-ai-music-creation-platform/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0185,Business Finland,Investor / deal relevance,Open R&D and piloting funding services. Operationally relevant public-funding route for Yousician.,https://www.businessfinland.fi/en/services/funding/,High,Validate deal data with primary source or investor database.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-11
CL-0002,Simply,Ownership / investors,Simply Ltd / Simply app developer listing,https://apps.apple.com/us/developer/simply-ltd/id1019442026,Medium,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0004,Ultimate Guitar,Ownership / investors,Muse Group,https://www.musegroup.com/,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0006,Fender Play,Ownership / investors,Fender,https://www.fender.com/play,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0008,Flowkey,Ownership / investors,flowkey GmbH; Yamaha partnership should be treated as partner context unless ownership is separately validated,https://www.flowkey.com/en,Medium,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0014,Yamaha,Ownership / investors,Public company / Yamaha Corporation,https://www.yamaha.com/en/ir/,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0028,Rocksmith+,Ownership / investors,Ubisoft,https://www.ubisoft.com/en-us/game/rocksmith/plus,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0032,Chordify,Ownership / investors,Chordify B.V.,https://chordify.net/,Medium,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0040,FL Studio,Ownership / investors,Image-Line,https://www.image-line.com/fl-studio/,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0044,Spotify for Artists,Ownership / investors,Spotify,https://artists.spotify.com/,High,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0050,Fretello,Ownership / investors,Fretello GmbH,https://fretello.com/app/,Medium,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0052,Chord ai,Ownership / investors,Nomad AI / Chord ai developer identity,https://chordai.net/,Medium,Public source skim completed; use with confidence label and keep deeper ownership/investor history caveat where noted.,Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0144,GuitarLessons365Song,Creator reach,YouTube public profile/source proxy captured: 1.6M public YouTube/search proxy; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@GuitarLessons365Song,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0158,Active Melody,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@activemelody,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0159,Bernth,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@Bernthguitar,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0160,Ben Eller,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@BenEller,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0161,12tone,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@12tone,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0162,The Charismatic Voice,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@TheCharismaticVoice,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0163,Jared Dines,Creator reach,YouTube public profile/source proxy captured: public YouTube profile proxy; exact count should be refreshed before campaign use; TikTok/Instagram reach and average views still require platform export.,https://www.youtube.com/@JaredDines,Medium,Refresh platform metrics before campaign or leadership use.,Eligible for internal discussion,May be used as directional creator-reach context with source URL and confidence visible; do not use as precise campaign planning data until platform exports are complete.,2026-06-13
CL-0010,JustinGuitar,Ownership / investors,JustinGuitar official learning site / creator-led educator platform; no ownership/investor claim used beyond public product identity.,https://www.justinguitar.com/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0012,Fender,Ownership / investors,Fender Musical Instruments Corporation / official company and product source; private ownership history not used as a main narrative claim.,https://www.fender.com/pages/about-fmic,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0016,BandLab,Ownership / investors,BandLab Technologies / part of Caldecott Music Group; BandLab is the group flagship social music platform.,https://bandlabtechnologies.com/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0018,Splice,Ownership / investors,Splice official music creation platform; private ownership/investor history not used as a main narrative claim.,https://splice.com/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0020,Suno,Ownership / investors,"Suno official Series D source: over $400M raised at a $5.4B post-money valuation, led by Bond Capital with named investors.",https://suno.com/blog/series-d-announcement,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0022,Udio,Ownership / investors,"Udio official/UMG source: AI music company backed by a16z, Redpoint, Hanwha, will.i.am, Steve Stoute, Kevin Wall and others.",https://www.universalmusic.com/universal-music-group-and-udio-announce-udios-first-strategic-agreements-for-new-licensed-ai-music-creation-platform/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0026,Duolingo,Ownership / investors,"Public company / Duolingo, Inc.",https://investors.duolingo.com/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0034,Gibson App,Ownership / investors,Gibson App is visibly linked from Gibson official media/discover navigation and has its own official product site.,https://www.gibson.com/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0036,Chordify,Ownership / investors,Chordify official product/company identity; full ownership/investor history not used as a main narrative claim.,https://chordify.net/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0038,YouTube,Ownership / investors,YouTube for Artists official product surface; Google/Alphabet public-company context validated through Alphabet investor/SEC materials.,https://abc.xyz/investor/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0042,Positive Grid,Ownership / investors,Positive Grid Limited / official product company source.,https://www.positivegrid.com/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0046,ElevenLabs Music,Ownership / investors,ElevenLabs official company/product source includes AI music and creative-audio capabilities; private funding history requires separate validation.,https://elevenlabs.io/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0048,Spotify for Artists,Ownership / investors,Spotify for Artists official product surface under Spotify.,https://artists.spotify.com/,High,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0054,Fretello,Ownership / investors,Fretello official specialist guitar-learning app; company/operator details require registry or app-store validation for legal precision.,https://fretello.com/app/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
CL-0056,Chord ai,Ownership / investors,Chord ai official AI chord-recognition product; developer/legal entity should be validated from app-store or company records before precise ownership wording.,https://chordai.net/,Medium,"Public source skim completed; use as company/product identity or source-linked ownership context only, with deeper investor history caveated where noted.",Eligible for internal discussion,May be used in the main narrative with source URL and confidence visible; final source skim recommended before external leadership/investor use.,2026-06-13
